종목코드,종목명,종가,대비,등락률,상장시가총액
"005930","삼성전자","281000","10500","3.88","1642804288848000"
"000660","SK하이닉스","1840000","21000","1.15","1311372351600000"
"402340","SK스퀘어","1093000","-5000","-0.46","144230515898000"
"005380","현대차","663000","-37000","-5.29","135754398858000"
"373220","LG에너지솔루션","408000","-9000","-2.16","95472000000000"
"009150","삼성전기","1031000","21000","2.08","77009200576000"
"034020","두산에너빌리티","112100","1300","1.17","71806904466600"
"028260","삼성물산","399500","3000","0.76","64785948609500"
"329180","HD현대중공업","615000","-25000","-3.91","64551153375000"
"207940","삼성바이오로직스","1386000","-33000","-2.33","64159258086000"
"012450","한화에어로스페이스","1227000","11000","0.90","63268293027000"
"000270","기아","162500","-5500","-3.27","63442112175000"
"032830","삼성생명","313500","3500","1.13","62700000000000"
"105560","KB금융","153000","-2600","-1.67","57046119615000"
"012330","현대모비스","571000","-58000","-9.22","51808304893000"
"006400","삼성SDI","613000","-1000","-0.16","49398929890000"
"055550","신한지주","93100","-2000","-2.10","44190321009100"
"267260","HD현대일렉트릭","1147000","-32000","-2.71","41346063845000"
"068270","셀트리온","183200","-5600","-2.97","40659089415200"
"006800","미래에셋증권","70500","600","0.86","39449465040000"
"034730","SK","530000","27000","5.37","38426432590000"
"010120","LS ELECTRIC","253500","-5500","-2.12","38025000000000"
"005490","POSCO홀딩스","463000","-4500","-0.96","36688827001000"
"066570","LG전자","217000","-23500","-9.77","35345966446000"
"042660","한화오션","115800","-2300","-1.95","35482671025200"
"298040","효성중공업","3730000","-15000","-0.40","34780564040000"
"035420","NAVER","200000","-3500","-1.72","31374755200000"
"086790","하나금융지주","114200","-4800","-4.03","31332796821600"
"042700","한미반도체","317000","-52000","-14.09","30213967400000"
"010130","고려아연","1420000","-6000","-0.42","29639615980000"
"009540","HD한국조선해양","410000","-6000","-1.44","29016977560000"
"010140","삼성중공업","29550","250","0.85","26004000000000"
"051910","LG화학","373000","-1000","-0.27","26330943939000"
"000150","두산","1593000","-21000","-1.30","25796779155000"
"000810","삼성화재","554000","0","0.00","24734700042000"
"015760","한국전력","37650","-1100","-2.84","24169947499050"
"316140","우리금융지주","30650","-600","-1.92","22499439208000"
"064350","현대로템","201000","-500","-0.25","21937600893000"
"017670","SK텔레콤","100500","-800","-0.79","21586400326500"
"267250","HD현대","269000","-500","-0.19","21249139865000"
"003670","포스코퓨처엠","232000","-3500","-1.49","20635523040000"
"096770","SK이노베이션","123300","-200","-0.16","20844208760400"
"272210","한화시스템","106100","1800","1.73","20044347172900"
"035720","카카오","42450","-1550","-3.52","18810076255650"
"011200","HMM","19960","70","0.35","18827029881200"
"033780","KT&G","178200","-1600","-0.89","18499023259200"
"079550","LIG디펜스앤에어로스페이스","839000","5000","0.60","18458000000000"
"138040","메리츠금융지주","106300","500","0.47","17789015119900"
"003550","LG","115400","-10600","-8.41","17797170909000"
"011070","LG이노텍","760000","28000","3.83","17987001320000"
"086280","현대글로비스","230000","-12000","-4.96","17250000000000"
"006260","LS","528000","55500","11.75","16473600000000"
"024110","기업은행","20650","-250","-1.20","16466844194850"
"000720","현대건설","144900","-10100","-6.52","16135450348500"
"307950","현대오토에버","596000","-52000","-8.02","16344693272000"
"047810","한국항공우주","161700","600","0.37","15761724801900"
"278470","에이피알","402000","-2000","-0.50","15050138310000"
"030200","KT","57000","-1700","-2.90","14365236045000"
"018260","삼성에스디에스","180600","-8400","-4.44","13974430680000"
"071050","한국금융지주","240500","-17500","-6.78","13402101076000"
"259960","크래프톤","282000","3000","1.08","13009334826000"
"047050","포스코인터내셔널","71300","-600","-0.83","12543294784400"
"0126Z0","삼성에피스홀딩스","496500","-10500","-2.07","12354433828500"
"010950","S-Oil","111500","-600","-0.54","12552981308000"
"047040","대우건설","29300","800","2.81","12039593793400"
"005940","NH투자증권","31950","-600","-1.84","11385202589550"
"001440","대한전선","58100","-1900","-3.17","11387169827600"
"323410","카카오뱅크","22300","-150","-0.67","10639785745100"
"005830","DB손해보험","160600","-3900","-2.37","10519356049400"
"016360","삼성증권","119900","-3300","-2.68","10707070000000"
"352820","하이브","235000","-9000","-3.69","10129028515000"
"003230","삼양식품","1366000","-78000","-5.40","10290098490000"
"039490","키움증권","390000","-6000","-1.52","10229043240000"
"443060","HD현대마린솔루션","221000","5500","2.55","9908194660000"
"007660","이수페타시스","131500","3500","2.73","9653312298500"
"003490","대한항공","25550","-500","-1.92","9408037888550"
"028050","삼성E&A","49500","-1100","-2.17","9702000000000"
"000880","한화","126200","-15200","-10.75","8898099377800"
"267270","HD건설기계","163000","600","0.37","7819781234000"
"326030","SK바이오팜","95500","-1100","-1.14","7478915375000"
"161390","한국타이어앤테크놀로지","61800","-400","-0.64","7655479264200"
"062040","산일전기","258500","-10000","-3.72","7914197225000"
"064400","LG씨엔에스","81300","-5300","-6.12","7876827572400"
"454910","두산로보틱스","117900","-9500","-7.46","7642275642000"
"353200","대덕전자","140400","4600","3.39","6938136270000"
"078930","GS","74800","-2500","-3.23","6950070274400"
"000990","DB하이텍","170900","7400","4.53","7434934089200"
"180640","한진칼","111400","-7800","-6.54","7437317880600"
"009830","한화솔루션","43350","2750","6.77","7451541435600"
"090430","아모레퍼시픽","120400","-1600","-1.31","7042528183600"
"241560","두산밥캣","67700","-2000","-2.87","6489455600500"
"377300","카카오페이","49100","-2000","-3.91","6641083102500"
"066970","엘앤에프","160500","300","0.19","6493105663500"
"000500","가온전선","380000","41500","12.26","6286383700000"
"032640","LG유플러스","15600","-610","-3.76","6705322338000"
"034220","LG디스플레이","13390","-710","-5.04","6695000000000"
"000100","유한양행","83400","-2600","-3.02","6642609923400"
"021240","코웨이","92500","-2200","-2.32","6545986905000"
"082740","한화엔진","68400","-3200","-4.47","5707784512800"
"004020","현대제철","43450","-2700","-5.85","5798219358250"
"010060","OCI홀딩스","318000","27000","9.28","5937133776000"
"271560","오리온","136200","-4800","-3.40","5384821178400"
"336260","두산퓨얼셀","82600","-1900","-2.25","5409781767600"
"036570","NC","258500","-13000","-4.79","5569129687000"
"052690","한전기술","144700","-2200","-1.50","5530434000000"
"103590","일진전기","113200","-5900","-4.95","5397986148000"
"088980","맥쿼리인프라","11140","-40","-0.36","5335191002020"
"138930","BNK금융지주","17260","-60","-0.35","5356244589580"
"011790","SKC","136500","3000","2.25","5169022677000"
"022100","포스코DX","33800","100","0.30","5138773840200"
"029780","삼성카드","48800","-2000","-3.94","5653913880800"
"128940","한미약품","432500","-40000","-8.47","5540753607500"
"450080","에코프로머티","63600","-900","-1.40","4496876605200"
"088350","한화생명","5670","280","5.19","4924565100000"
"175330","JB금융지주","25250","300","1.20","4753402996000"
"004170","신세계","503000","-38000","-7.02","4750926043000"
"023530","롯데쇼핑","158600","-11200","-6.60","4486596543000"
"001040","CJ","170300","-46700","-21.52","4968842759400"
"002380","KCC","522000","-12000","-2.25","4638737862000"
"018880","한온시스템","4910","-140","-2.77","5038949130320"
"111770","영원무역","87900","-1700","-1.90","3894978037200"
"051900","LG생활건강","259500","-8500","-3.17","3968082489000"
"251270","넷마블","42350","-850","-1.97","3469929081850"
"489790","한화비전","71300","700","0.99","3599822207000"
"097950","CJ제일제당","221500","-7000","-3.06","3334502199000"
"011170","롯데케미칼","84100","-2400","-2.77","3597412737900"
"011780","금호석유화학","143000","-1700","-1.17","3597497475000"
"004800","효성","216000","-10000","-4.42","3615927912000"
"014680","한솔케미칼","319500","-6500","-1.99","3632777302500"
"017800","현대엘리베이터","86900","-3200","-3.55","3397128256500"
"035250","강원랜드","15950","-350","-2.15","3412350975000"
"036460","한국가스공사","37650","-200","-0.53","3475584450000"
"012510","더존비즈온","120000","0","0.00","3647378400000"
"204320","HL만도","58500","-3200","-5.19","2746991520000"
"006360","GS건설","31500","-500","-1.56","2695816935000"
"375500","DL이앤씨","79700","-600","-0.75","3083881753100"
"383220","F&F","81500","-2700","-3.21","3122026612500"
"457190","이수스페셜티케미컬","99600","-2000","-1.97","3009799651200"
"483650","달바글로벌","228500","-8000","-3.38","2838321890000"
"139130","iM금융지주","17910","-240","-1.32","2876786281530"
"139480","이마트","99200","-3300","-3.22","2737505244800"
"007340","DN오토모티브","48700","-2200","-4.32","2849479125500"
"020150","롯데에너지머티리얼즈","59800","-1400","-2.29","3131454687400"
"028670","팬오션","5950","-80","-1.33","3180688596400"
"031210","서울보증보험","45650","0","0.00","3187355948700"
"001430","세아베스틸지주","75500","5400","7.70","2707589984500"
"001450","현대해상","38350","5000","14.99","3269270387500"
"001720","신영증권","186600","6000","3.32","3067704000000"
"005850","에스엘","64800","-7100","-9.87","3009864096000"
"302440","SK바이오사이언스","40550","-750","-1.82","3181413224150"
"229640","LS에코에너지","79200","-2000","-2.46","2425490416800"
"005440","현대지에프홀딩스","14180","-640","-4.32","2210722988180"
"282330","BGF리테일","136200","-4500","-3.20","2354067997200"
"322000","HD현대에너지솔루션","212000","15200","7.72","2374400000000"
"439260","대한조선","68600","-800","-1.15","2642905003200"
"051600","한전KPS","55200","-1200","-2.13","2484000000000"
"069960","현대백화점","112000","-6700","-5.64","2415270144000"
"071970","HD현대마린엔진","76800","-2400","-3.03","2605170816000"
"081660","미스토홀딩스","40900","1700","4.34","2171456256000"
"103140","풍산","86000","-1700","-1.94","2410087908000"
"112610","씨에스윈드","52700","-100","-0.19","2222432938100"
"120110","코오롱인더","78500","-1400","-1.75","2350763512000"
"161890","한국콜마","92200","-4900","-5.05","2176388099400"
"007070","GS리테일","28400","-1050","-3.57","2374450586000"
"008770","호텔신라","59400","-3100","-4.96","2331338387400"
"008930","한미사이언스","34150","-850","-2.43","2335571432500"
"009420","한올바이오파마","41450","-4900","-10.57","2165374445100"
"009970","영원무역홀딩스","198300","-6700","-3.27","2676898697100"
"011210","현대위아","89000","-3300","-3.58","2420362387000"
"012750","에스원","70500","-4600","-6.13","2678942049000"
"018670","SK가스","249500","-40500","-13.97","2309682378000"
"026960","동서","24850","-500","-1.97","2477545000000"
"030000","제일기획","19240","-350","-1.79","2213393169000"
"000240","한국앤컴퍼니","24050","-1400","-5.50","2283192522000"
"003690","코리안리","14420","1290","9.82","2548317267020"
"004370","농심","395000","-4000","-1.00","2402643590000"
"004990","롯데지주","26800","-1600","-5.63","2670989196800"
"279570","케이뱅크","5490","60","1.10","2227266378990"
"192820","코스맥스","180400","-5300","-2.85","2047451423600"
"006280","녹십자","134300","-4400","-3.17","1569502053400"
"361610","SK아이이테크놀로지","20600","-800","-3.74","1684814260000"
"462870","시프트업","29400","-800","-2.65","1724437596000"
"475150","SK이터닉스","45800","1350","3.04","1560268783200"
"069620","대웅제약","133100","-8900","-6.27","1542173132500"
"077970","STX엔진","44650","-1200","-2.62","1792611012950"
"085620","미래에셋생명","15000","230","1.56","2027700000000"
"097230","HJ중공업","23100","-850","-3.55","2085822446400"
"007810","코리아써키트","82500","-8500","-9.34","1978566150000"
"017960","한국카본","36650","-2100","-5.42","1916010690000"
"020560","아시아나항공","7360","-10","-0.14","1516091632960"
"023590","다우기술","44200","600","1.38","1913299190400"
"032350","롯데관광개발","19220","-350","-1.79","1529940330280"
"395400","SK리츠","5640","-150","-2.59","1697739376800"
"000120","CJ대한통운","89200","-3200","-3.46","2034861084800"
"001120","LX인터내셔널","45750","300","0.66","1773270000000"
"001740","SK네트웍스","8250","-470","-5.39","1654899584250"
"001800","오리온홀딩스","25900","-2400","-8.48","1622516429800"
"002790","아모레퍼시픽홀딩스","24450","-1150","-4.49","1869402501000"
"003540","대신증권","33100","-800","-2.36","1629174155300"
"003570","SNT다이내믹스","48600","1500","3.18","1616081074200"
"005070","코스모신소재","51200","-800","-1.54","1700586035200"
"006040","동원산업","36700","-1400","-3.67","1620231086200"
"298020","효성티앤씨","422000","-18000","-4.09","1826281804000"
"192400","쿠쿠홀딩스","27050","-850","-3.05","961957104250"
"195870","해성디에스","85900","-1700","-1.94","1460300000000"
"248070","솔루엠","20700","-850","-3.94","989796085200"
"280360","롯데웰푸드","118400","-3000","-2.47","1089821561600"
"281820","케이씨텍","70200","-1100","-1.54","1389866002200"
"294870","IPARK현대산업개발","22050","-850","-3.71","1453256626500"
"298050","HS효성첨단소재","226500","-1500","-0.66","1014708222000"
"300720","한일시멘트","16030","-290","-1.78","1178929700270"
"456040","OCI","124500","3100","2.55","1114585627500"
"499790","GS피앤엘","48550","-4250","-8.05","962787330550"
"057050","현대홈쇼핑","84800","-1600","-1.85","1017600000000"
"073240","금호타이어","4960","-100","-1.98","1424811023520"
"075580","세진중공업","15950","-650","-3.92","906748823200"
"082640","동양생명","7580","-150","-1.94","1223098074300"
"089860","롯데렌탈","31900","-50","-0.16","1158269477200"
"090460","비에이치","32350","-800","-2.41","1090568254300"
"093370","후성","12080","260","2.20","1295644386400"
"100090","SK오션플랜트","19130","-180","-0.93","1195206607770"
"100840","SNT에너지","44400","-1700","-3.69","918226765200"
"108320","LX세미콘","56100","-3900","-6.50","912427230000"
"137310","에스디바이오센서","7940","-50","-0.63","958747869880"
"181710","NHN","38200","100","0.26","1251169909800"
"185750","종근당","79700","-1500","-1.85","1100081566000"
"192080","더블유게임즈","60400","1300","2.20","1278877467200"
"007310","오뚜기","353500","-6500","-1.81","1416767905000"
"009450","경동나비엔","71600","1000","1.42","1043111187200"
"010780","아이에스동서","30200","-200","-0.66","911646675200"
"012630","HDC","23000","-1150","-4.76","1374059583000"
"030610","교보증권","12880","-570","-4.24","1467842937680"
"033240","자화전자","51500","-4200","-7.54","1112683353000"
"034230","파라다이스","14430","-880","-5.75","1336641982260"
"415640","KB발해인프라","9820","-90","-0.91","1203397281360"
"330590","롯데리츠","3905","-190","-4.64","1128423492020"
"365550","ESR켄달스퀘어리츠","4130","-130","-3.05","1016347570000"
"451800","한화리츠","5300","40","0.76","951880000000"
"000080","하이트진로","16540","-420","-2.48","1160009925940"
"000210","DL","57400","-2500","-4.17","1202867741600"
"000670","영풍","58800","-1600","-2.65","1082548160400"
"001510","SK증권","4010","-150","-3.61","927493290850"
"003090","대웅","20350","-750","-3.55","1183189293000"
"003240","태광산업","1014000","3000","0.30","1128987600000"
"003470","유안타증권","6110","-240","-3.78","1219535079360"
"003530","한화투자증권","6850","-60","-0.87","1469652258750"
"004000","롯데정밀화학","54600","-600","-1.09","1408680000000"
"005300","롯데칠성","116100","-2200","-1.86","1077278432400"
"005690","파미셀","16630","-500","-2.92","998082111320"
"006110","삼아알미늄","84200","-100","-0.12","1273394911000"
"006120","SK디스커버리","52700","-1500","-2.77","917704677700"
"006340","대원전선","15150","970","6.84","1187978402400"
"006650","대한유화","138000","-2000","-1.43","897000000000"
"293940","신한알파리츠","5420","-120","-2.17","655495466660"
"357120","코람코라이프인프라리츠","4330","-70","-1.59","421462082820"
"417310","코람코더원리츠","9950","-60","-0.60","401980000000"
"448730","삼성FN리츠","5320","-150","-2.74","484386000000"
"000070","삼양홀딩스","60700","-400","-0.65","471225693700"
"000370","한화손해보험","7120","590","9.04","831181074800"
"000400","롯데손해보험","2160","90","4.35","670326451200"
"000640","동아쏘시오홀딩스","92600","-2600","-2.73","623432000200"
"000650","천일고속","259500","-71000","-21.48","370882590000"
"000680","LS네트웍스","3830","280","7.89","301815551280"
"001060","JW중외제약","29500","-500","-1.67","686934935000"
"001200","유진투자증권","5410","-470","-7.99","524047321380"
"001230","동국홀딩스","11400","0","0.00","362525506200"
"001250","GS글로벌","3785","-55","-1.43","312390296740"
"001270","부국증권","66800","0","0.00","692708384800"
"001390","KG케미칼","5340","-50","-0.93","359024380200"
"001500","현대차증권","10580","-370","-3.38","654193605520"
"001530","DI동일","27750","-500","-1.77","574858482750"
"001570","금양","9900","0","0.00","633275240400"
"001680","대상","20200","-550","-2.65","699890105000"
"001750","한양증권","24900","-1400","-5.32","316940496600"
"001820","삼화콘덴서","62500","-2700","-4.14","649687500000"
"001940","KISCO홀딩스","24050","-250","-1.03","340941939000"
"002020","코오롱","66100","1400","2.16","853197648000"
"002030","아세아","227500","6000","2.71","468388830000"
"002240","고려제강","21650","-650","-2.91","584550000000"
"002310","아세아제지","8300","-200","-2.35","327430933000"
"002350","넥센타이어","6730","-90","-1.32","657304812210"
"002710","TCC스틸","16500","-300","-1.79","432526000500"
"002810","삼영무역","20700","-400","-1.90","382265823600"
"002840","미원상사","132400","-3600","-2.65","628900000000"
"002900","TYM","8350","-40","-0.48","345690000000"
"002960","한국쉘석유","514000","-66000","-11.38","668200000000"
"003000","부광약품","5540","-160","-2.81","546602277340"
"003030","세아제강지주","172600","-20800","-10.75","714849998200"
"003160","디아이","29150","200","0.69","824945000000"
"003280","흥아해운","2690","-50","-1.82","646742978310"
"003300","한일홀딩스","17530","-530","-2.93","540500456520"
"003620","KG모빌리티","3730","-135","-3.49","754858421760"
"003720","삼영","10630","-630","-5.60","361420000000"
"003850","보령","9460","-240","-2.47","811546978220"
"004490","세방전지","58900","-2600","-4.23","816354000000"
"004690","삼천리","132000","-4500","-3.30","478734564000"
"004700","조광피혁","62100","-300","-0.48","412911469800"
"004710","한솔테크닉스","13890","620","4.67","436389311130"
"005010","휴스틸","5810","-280","-4.60","326452715750"
"005090","SGC에너지","49900","-2100","-4.04","719025716700"
"005180","빙그레","74600","-2900","-3.74","691469712600"
"005250","녹십자홀딩스","15470","470","3.13","727526408700"
"005420","코스모화학","14680","-310","-2.07","563832787040"
"005610","삼립","45700","-1100","-2.35","394345711300"
"005720","넥센","6920","-50","-0.72","363604320840"
"005810","풍산홀딩스","40950","-950","-2.27","590388107400"
"005880","대한해운","2500","10","0.40","806868350000"
"006220","제주은행","11040","-210","-1.87","417296069280"
"006380","카프로","3660","0","0.00","618539985360"
"007690","국도화학","36450","-1900","-4.95","337557326400"
"007700","F&F홀딩스","18300","-500","-2.66","715792916100"
"008060","대덕","20500","1730","9.22","641385509000"
"008730","율촌화학","22400","-600","-2.61","555520000000"
"009160","SIMPAC","6000","-560","-8.54","392225808000"
"009240","한샘","34000","-1450","-4.09","800153552000"
"009290","광동제약","7380","-150","-1.99","367522583040"
"009410","태영건설","1787","6","0.34","531793469386"
"009900","명신산업","10990","-310","-2.74","576646761670"
"010690","화신","12400","-760","-5.78","433013084000"
"010820","퍼스텍","11810","110","0.94","575996587780"
"011500","한농화성","19720","90","0.46","308362468240"
"011760","현대코퍼레이션","27100","-850","-3.04","358504978600"
"011930","신성이엔지","32800","-7150","-17.90","675181932000"
"012030","DB","2000","-125","-5.88","402347866000"
"0120G0","삼양바이오팜","62100","-3300","-5.05","461767527000"
"014820","동원시스템즈","23700","-900","-3.66","687093383400"
"014830","유니드","75800","-3200","-4.05","512984080000"
"015360","INVENI","16880","-110","-0.65","459980000000"
"015860","일진홀딩스","11920","-380","-3.09","588221997360"
"016380","KG스틸","6950","-540","-7.21","695061834150"
"016590","신대양제지","11330","-80","-0.70","456574300600"
"016610","DB증권","12500","-500","-3.85","530579862500"
"016800","퍼시스","29300","-950","-3.14","336950000000"
"017390","서울가스","61100","-1900","-3.02","302445000000"
"017810","풀무원","11140","120","1.09","424662837880"
"017860","DS단석","18810","-60","-0.32","334049404590"
"017900","광전자","10800","100","0.93","625792640400"
"017940","E1","95000","-7600","-7.41","651700000000"
"018250","애경산업","12970","-470","-3.50","342536856950"
"019170","신풍제약","11040","150","1.38","578700482880"
"020000","한섬","26700","-250","-0.93","573435739800"
"024720","콜마홀딩스","9720","-130","-1.32","333359637480"
"025540","한국단자","81400","-4000","-4.68","823361000000"
"025860","남해화학","8090","-220","-2.65","401901839870"
"026890","스틱인베스트먼트","8580","-370","-4.13","332653781460"
"027410","BGF","4880","-95","-1.91","467097940080"
"029460","케이씨","36050","-1350","-3.61","397290286750"
"029530","신도리코","45100","-900","-1.96","438179377900"
"030190","NICE평가정보","14230","-650","-4.37","838311029210"
"031430","신세계인터내셔날","15480","-710","-4.39","541583280000"
"033270","유나이티드제약","19400","-340","-1.72","308669035000"
"034310","NICE","13390","-70","-0.52","492178332230"
"034830","한국토지신탁","1440","-95","-6.19","363584491200"
"036530","SNT홀딩스","52300","-800","-1.51","852693237800"
"039130","하나투어","39150","-350","-0.89","606430837800"
"058430","포스코스틸리온","6740","-280","-3.99","404400000000"
"058650","세아홀딩스","144300","-2700","-1.84","612154654800"
"060980","HL홀딩스","46550","-450","-0.96","422620327850"
"064960","SNT모티브","31800","-1350","-4.07","843980649600"
"069260","TKG휴켐스","17540","-2560","-12.74","717010433520"
"071320","지역난방공사","74000","-2700","-3.52","856827056000"
