종목코드,종목명,종가,대비,등락률,상장시가총액
"049120","파인디앤씨","2490","-150","-5.68","26398140870"
"050090","비케이홀딩스","683","-29","-4.07","13512974005"
"050760","에스폴리텍","1320","89","7.23","21561774960"
"051780","큐로홀딩스","3315","-265","-7.40","17112855435"
"052300","오션인더블유","1741","0","0.00","28281026848"
"052770","아이톡시","312","0","0.00","4545457488"
"053060","세동","1422","39","2.82","25108849818"
"053290","NE능률","1739","-46","-2.58","28739247873"
"054090","삼진엘앤디","1035","10","0.98","25832805120"
"054180","메디콕스","2295","0","0.00","12686716395"
"054220","비츠로시스","2405","-335","-12.23","30280431480"
"054410","케이피티유","3545","-30","-0.84","20300243980"
"054940","엑사이엔씨","756","-14","-1.82","25079202288"
"058450","한주에이알티","5750","210","3.79","28826889000"
"060230","제이케이시냅스","463","-26","-5.32","25864057385"
"060240","스타코링크","1976","0","0.00","11502414560"
"060260","뉴보텍","1301","26","2.04","17358405156"
"060380","동양에스텍","1341","-9","-0.67","26417700000"
"060480","국일신동","1769","-5","-0.28","19618210000"
"060900","에이전트AI","5490","220","4.17","21910990770"
"065060","지엔코","2770","-175","-5.94","13185643200"
"065150","대산F&B","145","0","0.00","23110448725"
"065420","에스아이리소스","229","-4","-1.72","16391201471"
"065570","삼영이엔씨","764","0","0.00","12295692232"
"065690","파커스","1408","4","0.28","19781458048"
"067010","이씨에스","2155","-5","-0.23","23464717500"
"067730","로지시스","2850","-40","-1.38","27570677700"
"067770","세진티에스","2210","85","4.00","18556470530"
"068100","케이웨더","2450","-20","-0.81","29222463200"
"069140","누리플랜","1784","68","3.96","26930914336"
"069330","유아이디","1099","82","8.06","15596009009"
"069920","엑시온그룹","1431","-137","-8.74","13303321551"
"070590","인티큐브","1654","-46","-2.71","22956727734"
"073190","듀오백","1050","-10","-0.94","12566442000"
"076080","웰크론한텍","936","-4","-0.43","21148130016"
"078860","아이오케이이엔엠","4185","-155","-3.57","24843101625"
"079190","케스피온","954","-160","-14.36","18295580178"
"079650","서산","1214","3","0.25","24280000000"
"079950","인베니아","995","-2","-0.20","13730104500"
"079970","투비소프트","596","0","0.00","7646223464"
"080470","성창오토텍","3845","-150","-3.75","28068500000"
"080720","한국유니온제약","2725","0","0.00","21562456300"
"083470","이엠앤아이","982","-9","-0.91","20956203078"
"083640","인콘","1521","-21","-1.36","23642530470"
"083660","CSA 코스믹","305","9","3.04","19162984995"
"084180","수성웹툰","1061","-52","-4.67","19176814263"
"084440","유비온","1142","82","7.74","21849224782"
"085810","알티캐스트","1845","-77","-4.01","24186485070"
"088290","이원컴포텍","630","0","0.00","25124629320"
"090150","아이윈","721","-11","-1.50","30192086253"
"091340","S&K폴리텍","2545","60","2.41","29785969945"
"091970","나노캠텍","757","0","0.00","28519144571"
"092600","앤씨앤","4490","-1920","-29.95","22524996470"
"093380","풍강","2835","265","10.31","28007852355"
"096870","엘디티","2155","-85","-3.79","17989937845"
"0004Y0","디비금융제14호스팩","2005","-5","-0.25","10656575000"
"002680","한탑","623","-3","-0.48","20133365777"
"0037T0","KB제32호스팩","2005","0","0.00","12691650000"
"0041B0","교보18호스팩","2010","-5","-0.25","10130400000"
"0041J0","엘에스스팩1호","1997","-3","-0.15","8207670000"
"0041L0","하나35호스팩","2005","0","0.00","12090150000"
"0044K0","삼성스팩10호","2010","0","0.00","15115200000"
"0054V0","엔에이치스팩32호","2035","5","0.25","12650577500"
"0068Y0","비엔케이제3호스팩","1995","-1","-0.05","8598450000"
"0071M0","삼성스팩11호","2005","0","0.00","11548800000"
"0072Z0","KB제33호스팩","1997","-2","-0.10","15746345000"
"007770","한일화학","7650","-70","-0.91","26851500000"
"008290","원풍물산","683","30","4.59","13896891037"
"0088D0","메리츠제1호스팩","2180","-5","-0.23","12633100000"
"0091W0","신영스팩11호","2065","-5","-0.24","12530420000"
"0093G0","미래에셋비전스팩8호","1997","2","0.10","12780800000"
"009620","삼보산업","793","-32","-3.88","13856127064"
"0096B0","삼성스팩12호","2000","0","0.00","13160000000"
"0096D0","미래에셋비전스팩9호","1999","-6","-0.30","10994500000"
"009730","이렘","257","-8","-3.02","18447338182"
"0097F0","미래에셋비전스팩10호","1993","1","0.05","12954500000"
"0098T0","교보19호스팩","2025","5","0.25","10935000000"
"0099W0","미래에셋비전스팩11호","1994","1","0.05","13958000000"
"0099X0","IBKS제25호스팩","2140","15","0.71","12797200000"
"0101C0","하나36호스팩","1997","6","0.30","15456780000"
"0105P0","유진스팩12호","1999","0","0.00","11314340000"
"011080","형지I&C","3050","-250","-7.58","13103599100"
"0115H0","삼성스팩13호","1997","-3","-0.15","14677950000"
"012340","뉴인텍","1277","-94","-6.86","14430498424"
"0129K0","신한제18호스팩","1990","-4","-0.20","11183800000"
"0130D0","신한제17호스팩","1991","-1","-0.05","10631940000"
"0130H0","엔에이치스팩33호","2005","0","0.00","15438500000"
"0131D0","키움히어로제2호스팩","1983","-1","-0.05","12512730000"
"0132G0","교보20호스팩","1999","-1","-0.05","11934030000"
"014100","메디앙스","1625","26","1.63","19175000000"
"016100","리더스코스메틱","1539","-131","-7.84","29396275866"
"016920","카스","975","-18","-1.81","25831199550"
"017250","인터엠","1071","29","2.78","22539695157"
"018620","우진비앤지","746","0","0.00","21551412578"
"018700","졸스","1765","-18","-1.01","20662124290"
"019660","글로본","2030","-70","-3.33","28306995990"
"020400","대동금속","3920","-75","-1.88","25003061440"
"021040","대호특수강","1144","-56","-4.67","24830261456"
"023770","플레이위드","2795","185","7.09","25005453525"
"024940","PN풍년","2855","35","1.24","28550000000"
"025870","신라에스지","3795","-135","-3.44","15180000000"
"026910","광진실업","2080","-25","-1.19","13323242400"
"028080","휴맥스홀딩스","8120","280","3.57","18578080920"
"030350","드래곤플라이","973","0","0.00","15171092867"
"031860","디에이치엑스컴퍼니","693","0","0.00","18714758139"
"032080","아즈텍WB","1213","-39","-3.12","26068618177"
"032280","삼일","1302","-33","-2.47","21110094180"
"032680","소프트센","268","0","0.00","27946881344"
"032750","삼진","3280","-65","-1.94","29622080160"
"032800","판타지오","1868","-52","-2.71","17169555748"
"032980","바이온","604","0","0.00","18354952980"
"034940","조아제약","830","-20","-2.35","25713256410"
"035290","골드앤에스","761","0","0.00","18140900640"
"035620","바른손이앤에이","1032","1","0.10","19205435376"
"036480","대성미생물","6870","390","6.02","26106000000"
"037400","우리엔터프라이즈","961","-19","-1.94","25200635506"
"038530","케이바이오랩스","1300","39","3.09","30085729700"
"039310","세중","1480","-14","-0.94","26820067160"
"042040","케이피엠테크","964","-44","-4.37","23819824968"
