종목코드,종목명,종가,대비,등락률,상장시가총액
"119500","포메탈","4055","-50","-1.22","48040525760"
"122310","제노레이","4635","-315","-6.36","67457066940"
"122350","삼기","1275","-26","-2.00","48882770700"
"122690","서진오토모티브","2085","-75","-3.47","48120061110"
"123010","알엔티엑스","2330","-35","-1.48","78339882110"
"123420","위메이드플레이","6990","-340","-4.64","73760814660"
"123570","이엠넷","1877","31","1.68","41812198406"
"124560","태웅로직스","2210","-55","-2.43","85572992310"
"126640","화신정공","1920","27","1.43","67307347200"
"126880","제이엔케이글로벌","3300","-130","-3.79","76576179900"
"127710","아시아경제","1183","-29","-2.39","52110215430"
"127980","화인써키트","5700","-210","-3.55","67491898800"
"073540","에프알텍","3535","-15","-0.42","40299000000"
"073570","리튬포어스","821","0","0.00","49413232261"
"073640","테라사이언스","654","0","0.00","69571715580"
"075130","플랜티넷","2175","-100","-4.40","36153546000"
"075970","동국알앤에스","2105","-30","-1.41","38732000000"
"078590","휴림에이텍","525","0","0.00","52457053425"
"079000","와토스코리아","6150","-90","-1.44","44280000000"
"079170","한창산업","6010","-150","-2.44","31252000000"
"080010","이상네트웍스","7940","180","2.32","78090463740"
"080520","오디텍","3590","-180","-4.77","40647477030"
"080530","코디","3200","-875","-21.47","35526960000"
"081180","쎄크","9310","-620","-6.24","82165730850"
"081580","성우전자","2855","-30","-1.04","44275748265"
"082210","옵트론텍","1706","-56","-3.18","59647440980"
"082660","코스나인","480","0","0.00","47827617120"
"083550","케이엠","3225","15","0.47","43718632125"
"083790","CG인바이츠","1135","6","0.53","87274896570"
"217190","제너셈","6440","-110","-1.68","84710220840"
"217480","에스디생명공학","499","0","0.00","54756837359"
"217500","러셀","2760","-5","-0.18","87801120000"
"218150","미래생명자원","2660","-20","-0.75","54306033320"
"219420","링크제니시스","4800","-230","-4.57","55053633600"
"219550","디와이디","1661","21","1.28","64234618877"
"219750","한국비티비","694","-25","-3.48","45406258190"
"220180","핸디소프트","1800","9","0.50","43075515600"
"221840","하이즈항공","2495","-70","-2.73","46657899695"
"221980","케이디켐","10270","-40","-0.39","41437396000"
"222110","팬젠","6250","-640","-9.29","84465681250"
"222160","NPX","8040","0","0.00","79551289560"
"222420","쎄노텍","1389","-8","-0.57","67253328447"
"223310","사토시홀딩스","10660","-4130","-27.92","55481483720"
"224110","에이텍모빌리티","8350","-30","-0.36","42421223100"
"128540","에코캡","1688","-98","-5.49","45053496480"
"128660","피제이메탈","3250","-60","-1.81","80610949250"
"129890","앱코","996","-4","-0.40","45363419592"
"130500","GH신소재","2405","-25","-1.03","34980850060"
"130580","나이스디앤비","5460","-110","-1.97","84084000000"
"131100","티엔엔터테인먼트","1141","-34","-2.89","36793512084"
"131220","대한과학","4410","-30","-0.68","32874300900"
"131760","파인텍","1036","0","0.00","44995119988"
"133750","메가엠디","1718","1","0.06","40213358286"
"134580","탑코미디어","1541","-98","-5.98","75962283609"
"136410","아셈스","6180","0","0.00","68098075080"
"137080","나래나노텍","5500","210","3.97","60826821000"
"137950","제이씨케미칼","4010","-45","-1.11","89293934140"
"140070","서플러스글로벌","2315","-170","-6.84","85627220000"
"140430","카티스","752","0","0.00","40192549328"
"140520","대창스틸","2050","-50","-2.38","43273948150"
"142280","녹십자엠에스","4085","-230","-5.33","88815767710"
"143540","영우디에스피","1447","19","1.33","64536048065"
"145170","노브랜드","4855","70","1.46","82090306275"
"147760","피엠티","6700","950","16.52","72493102200"
"148250","알엔투테크놀로지","2985","55","1.88","40627951440"
"148780","비큐AI","1029","-13","-1.25","32357651025"
"150900","파수AI","4730","-150","-3.07","55359551060"
"153460","네이블","8290","-260","-3.04","54133816060"
"153490","우리이앤엘하루틴","780","-20","-2.50","40154400000"
"153710","옵티팜","4910","-50","-1.01","72029493780"
"155650","와이엠씨","4275","-65","-1.50","81115380450"
"159580","제로투세븐","3465","-50","-1.42","69413083740"
"159910","에코글로우","3300","-50","-1.49","34541420100"
"160550","NEW","1589","-3","-0.19","44342802434"
"162300","신스틸","1643","-31","-1.85","68137480626"
"163280","에어레인","5200","-280","-5.11","70736005600"
"168330","내츄럴엔도텍","2765","-85","-2.98","87802298500"
"169330","엠브레인","2115","20","0.95","38740281570"
"170030","현대공업","5850","-160","-2.66","89739000000"
"170790","파이오링크","9420","-270","-2.79","60262895700"
"171010","램테크놀러지","3750","-55","-1.45","53620320000"
"171120","라이온켐텍","2410","70","2.99","86523241600"
"173940","에프엔씨엔터","3805","70","1.87","58569634440"
"175250","아이큐어","2170","0","0.00","81501658560"
"177830","파버나인","2740","0","0.00","36973425740"
"177900","쓰리에이로직스","6660","290","4.55","64119816000"
"178780","일월지엠엘","2370","60","2.60","44174892150"
"179530","애드바이오텍","2545","65","2.62","50084658350"
"183490","엔지켐생명과학","990","0","0.00","83793832650"
"184230","SGA솔루션즈","3315","-455","-12.07","62613650385"
"185490","아이진","1561","112","7.73","67481692824"
"186230","그린플러스","4120","-40","-0.96","44991174560"
"187220","디티앤씨","2875","75","2.68","33134182375"
"245620","EDGC","415","0","0.00","57474989665"
"246690","TS인베스트먼트","1391","-30","-2.11","65666966469"
"246960","SCL사이언스","1829","-1","-0.05","62217178963"
"250000","보라티알","7020","10","0.14","47390145660"
"252500","세화피앤씨","768","4","0.52","31861547520"
"254120","자비스","1384","-69","-4.75","42563909680"
"256150","한독크린텍","5240","-40","-0.76","43989800000"
"256630","포인트엔지니어링","4600","-1280","-21.77","53357304400"
"257370","피엔티엠에스","2860","-50","-1.72","35763902460"
"258610","케일럼","1144","-11","-0.95","41738912072"
"258790","소프트캠프","1718","0","0.00","42935025912"
"258830","세종메디칼","412","0","0.00","31223976612"
"260660","알리코제약","3240","-55","-1.67","49659548040"
"260930","씨티케이","3300","-45","-1.35","63827250300"
"261200","덴티스","3595","-125","-3.36","56835871500"
"261520","이지스","6230","120","1.96","64030694000"
"261780","차백신연구소","3355","-840","-20.02","90293101580"
"262840","아이퀘스트","3515","35","1.01","37142836280"
"263020","디케이앤디","3685","-50","-1.34","50986198010"
"263050","유틸렉스","959","0","0.00","35324626904"
"263600","덕우전자","5560","-160","-2.80","88572523600"
"263690","디알젬","5420","-120","-2.17","61384806200"
"263700","케어랩스","2315","15","0.65","44943873000"
"263770","유에스티","1961","-8","-0.41","46476037292"
"263800","데이타솔루션","4680","-20","-0.43","75934778400"
"263810","상신전자","2855","-45","-1.55","45465375375"
"187420","HLB제넥스","2325","-70","-2.92","75688714950"
"189330","씨이랩","7810","-200","-2.50","73275638040"
"189690","포시에스","1880","-59","-3.04","51365301720"
"189860","서전기전","7430","-70","-0.93","72061935400"
"189980","흥국에프엔비","1420","-37","-2.54","56995714340"
"190650","코리아에셋투자증권","8060","-190","-2.30","51487280000"
"191420","테고사이언스","11140","-230","-2.02","90332410760"
"192250","케이사인","11600","50","0.43","81978650000"
"195500","마니커에프앤지","2595","5","0.19","41462910000"
"195990","에이비프로바이오","1145","-14","-1.21","37299231460"
"196300","HLB펩","6300","-300","-4.55","59071565700"
"196450","코아시아씨엠","1260","-115","-8.36","57102673320"
"196490","디에이테크놀로지","6090","0","0.00","36245518050"
"198080","캐프","2980","-80","-2.61","64174851300"
"198440","강동씨앤엘","1038","-2","-0.19","63247308048"
"198940","한주라이트메탈","861","0","0.00","33512684058"
"199480","뱅크웨어글로벌","4275","-25","-0.58","43590413700"
"199550","레이저옵텍","4360","-75","-1.69","64727648760"
"200230","텔콘RF제약","500","-32","-6.02","35761766500"
"200350","아티스트스튜디오","3960","-10","-0.25","39584259000"
"200780","비씨월드제약","4150","85","2.09","44262493150"
"201490","미투온","2795","-45","-1.58","91099698950"
"203450","유니온바이오메트릭스","2980","-20","-0.67","41955440860"
"203690","아크솔루션스","4425","0","0.00","89196141000"
"204020","그리티","2180","-25","-1.13","42402813760"
"204840","지엘팜텍","958","10","1.05","74291947748"
"206400","베노티앤알","1010","-37","-3.53","37885259580"
"206560","덱스터","2030","30","1.50","51585824080"
"207760","미스터블루","870","10","1.16","72279411210"
"208140","정다운","2420","-35","-1.43","79095875320"
"208860","다산디엠씨","1183","82","7.45","40162818059"
"214260","라파스","7940","-430","-5.14","70844356220"
"214270","FSN","1544","-57","-3.56","69873079240"
"215090","솔디펜스","2200","-110","-4.76","50942454200"
"215360","우리산업","8700","30","0.35","79449818100"
"215380","우정바이오","2800","60","2.19","47122812800"
"215790","이노인스트루먼트","1875","-200","-9.64","75530904375"
"216050","인크로스","6290","-40","-0.63","80783866380"
"271830","팸텍","1294","-89","-6.44","38160321388"
"273060","와이즈버즈","1229","124","11.22","62014826278"
"277070","린드먼아시아","3965","-25","-0.63","54288780000"
"277410","인산가","1007","-16","-1.56","38680385535"
"278650","HLB바이오스텝","4785","-1575","-24.76","83414014860"
"284620","카이노스메드","1087","0","0.00","35965517911"
"286750","나노실리칸첨단소재","1493","-72","-4.60","47819083501"
"288330","파라택시스코리아","416","0","0.00","44129674368"
"288620","에스프리즘","9540","-210","-2.15","66582674640"
"288980","모아데이타","999","1","0.10","36344997621"
"289220","자이언트스텝","2405","0","0.00","53660891505"
"290090","트윔","6030","0","0.00","44864816040"
"290120","DH오토리드","2720","5","0.18","43041957280"
"290270","휴네시온","3615","0","0.00","34731734280"
"290520","신도기연","2680","-370","-12.13","42690690160"
"290560","파라택시스이더리움","1450","-65","-4.29","32425958500"
"290660","다이나믹솔루션","1046","62","6.30","88438271782"
"290670","대보마그네틱","8930","-590","-6.20","70168903800"
"291650","압타머사이언스","1228","-63","-4.88","74956189176"
"294090","이오플로우","1490","0","0.00","62295566450"
"294140","레몬","2850","-100","-3.39","63882231300"
"296640","이노에이엑스","6500","-130","-1.96","33658638000"
"297570","알로이스","1424","37","2.67","49300614432"
"298060","풍전약품","927","0","0.00","40976344152"
"299170","더블유에스아이","2025","10","0.50","84060358200"
"299660","셀리드","3020","-10","-0.33","89098990540"
"299900","위지윅스튜디오","359","-2","-0.55","61406549356"
"300120","라온피플","881","-42","-4.55","43613038096"
"302430","이노메트리","8830","-50","-0.56","86827226640"
"302550","리메드","2730","-70","-2.50","84376519500"
"303360","프로티아","4585","-175","-3.68","59053493275"
"303530","이노뎁","4230","-145","-3.31","31045234770"
"305090","마이크로디지탈","4000","-65","-1.60","74380220000"
"306040","에스제이그룹","4340","-190","-4.19","42817693520"
"307280","원바이오젠","6740","60","0.90","47817785980"
"307870","비투엔","1140","263","29.99","84701184900"
"309930","조이웍스앤코","2210","0","0.00","54116376080"
"310870","디와이씨","1697","57","3.48","35106298887"
"311390","네오크레마","3860","10","0.26","48843625540"
"311690","CJ 바이오사이언스","6150","-400","-6.11","80352591300"
"314140","알피바이오","6110","20","0.33","52951465710"
"315640","딥노이드","2895","20","0.70","85032611640"
"317120","라닉스","2350","-45","-1.88","35861000000"
"317240","TS트릴리온","1229","-51","-3.98","35858177819"
"317530","에피소드컴퍼니","3550","-180","-4.83","62106831100"
"317690","퀀타매트릭스","3385","-85","-2.45","68157073165"
"225220","제놀루션","1795","1","0.06","34446087695"
"226330","신테카바이오","2320","-105","-4.33","56279662000"
"227950","엔투텍","503","0","0.00","86788146641"
"228340","동양파일","2060","55","2.74","41200000000"
"229000","젠큐릭스","2695","-70","-2.53","63138904675"
"232830","아이티센피엔에스","4945","-195","-3.79","81759275070"
"234100","폴라리스세원","1020","0","0.00","74468346660"
"234920","자이글","5310","0","0.00","71849132100"
"237750","피앤씨테크","5050","-30","-0.59","32807830000"
"237820","플레이디","4055","-155","-3.68","52014052700"
"238120","얼라인드","4040","-145","-3.46","58090739840"
"238490","힘스","3405","60","1.79","38518163580"
"239340","이스트에이드","1191","-61","-4.87","32132744094"
"239610","에이치엘사이언스","7640","-260","-3.29","41195758600"
"239890","피엔에이치테크","5330","-440","-7.63","52957574150"
"241690","유니테크노","3540","-110","-3.01","86626299240"
"241790","티이엠씨씨엔에스","7730","-210","-2.64","77320360820"
"241840","에이스토리","4210","-180","-4.10","40163374740"
"417860","오브젠","7740","-410","-5.03","36354052440"
"418250","시큐레터","6550","0","0.00","47629012750"
"419080","엔젯","5110","-390","-7.09","54601050070"
"419120","산돌","3565","-150","-4.04","52470960530"
"420570","제이투케이바이오","9390","-740","-7.31","54907865370"
"424760","벨로크","1887","0","0.00","37321684179"
"424980","마이크로투나노","11980","-390","-3.15","70908302200"
"429270","시지트로닉스","7630","-320","-4.03","49207632530"
"430690","한싹","4185","-80","-1.88","45596943495"
"432430","와이랩","2935","40","1.38","48451919200"
"434480","모니터랩","3630","-35","-0.95","44686389000"
"435570","에르코스","8700","-390","-4.29","66267752100"
"438700","버넥트","2860","-45","-1.55","31874385400"
"439580","블루엠텍","2655","-75","-2.75","89862582285"
"440290","HB인베스트먼트","2010","0","0.00","55287924300"
"440320","오픈놀","4445","150","3.49","43694350000"
"443250","레뷰코퍼레이션","7180","-30","-0.42","79969116800"
"317850","대모","7860","-90","-1.13","65429941200"
"317870","엔바이오니아","6300","-410","-6.11","55703938500"
"318000","KBG","3925","-70","-1.75","34305375275"
"318020","포인트모바일","3015","-65","-2.11","37088335080"
"318160","셀바이오휴먼텍","6120","-160","-2.55","57168150120"
"318410","비비씨","7140","-70","-0.97","39664435020"
"320000","한울반도체","11980","310","2.66","79892343800"
"321820","아티스트컴퍼니","3450","-190","-5.22","53790247200"
"331380","포커스에이아이","1931","-129","-6.26","62586585259"
"332290","누보","1128","-5","-0.44","45012167712"
"332370","아이디피","5350","10","0.19","71014434100"
"333050","이노테나","1393","0","0.00","34286363118"
"333620","엔시스","6770","-150","-2.17","74455850700"
"335810","프리시젼바이오","2030","-70","-3.33","44557497180"
"336060","웨이버스","900","-39","-4.15","43339680000"
"340360","다보링크","1609","213","15.26","83769000148"
"340440","세림B&G","1648","-12","-0.72","46767543872"
"340810","시선AI","2850","-40","-1.38","38888181600"
"340930","유일에너테크","806","0","0.00","55513882710"
"342870","오아","6250","-170","-2.65","34063731250"
"347000","센코","2135","-10","-0.47","80726156210"
"347740","피엔케이피부임상연구센타","2285","-35","-1.51","68574166160"
"347770","핌스","1860","78","4.38","42514098120"
"347860","알체라","2030","-35","-1.69","83840934590"
"347890","엠엑스온","5330","-280","-4.99","90413877320"
"348080","큐라티스","628","1","0.16","72502462468"
"348150","고바이오랩","4430","-185","-4.01","86025678270"
"351320","넥사다이내믹스","1524","-82","-5.11","45260730408"
"351330","이삭엔지니어링","7220","-300","-3.99","59843114400"
"351870","차이커뮤니케이션","3450","-405","-10.51","38504214900"
"352700","씨앤투스","1847","-24","-1.28","48533432453"
"352910","오비고","5530","-90","-1.60","69887045060"
"353590","오토앤","2630","-35","-1.31","33862749100"
"354200","엔젠바이오","1257","-156","-11.04","33699855750"
"355390","크라우드웍스","2955","-270","-8.37","46030268445"
"355690","에이텀","4200","15","0.36","39500916000"
"356890","싸이버원","3325","15","0.45","39746468125"
"359090","씨엔알리서치","614","-39","-5.97","35287020238"
"360350","코셈","12260","-130","-1.05","70347512200"
"361570","알비더블유","1839","59","3.31","52858912149"
"363250","진시스템","4525","-60","-1.31","38500428550"
"363260","모비데이즈","1307","-40","-2.97","42038046083"
"364950","에이아이코리아","5920","-40","-0.67","49114954400"
"365590","하이딥","1670","129","8.37","51697558740"
"263920","휴엠앤씨","3650","40","1.11","35802944900"
"265560","영화테크","8530","-280","-3.18","91187235400"
"270870","뉴트리","4200","55","1.33","38640940800"
"444530","심플랫폼","10000","-100","-0.99","64186440000"
"446840","지슨","1234","-50","-3.89","67972524422"
"450330","하스","7280","-520","-6.67","59600217040"
"450520","인스웨이브","2675","-160","-5.64","39334746150"
"451250","삐아","7940","-270","-3.29","81193463380"
"451700","엔에이치스팩29호","3440","0","0.00","49364000000"
"452160","제이엔비","5200","-130","-2.44","50011140400"
"452200","민테크","3460","-430","-11.05","83845488000"
"452300","캡스톤파트너스","3565","-25","-0.70","50514285325"
"452400","이닉스","8150","-10","-0.12","73932138200"
"453860","에이에스텍","12130","-870","-6.69","78170850990"
"455180","케이지에이","2435","-145","-5.62","33988499460"
"457370","한켐","8100","-100","-1.22","65303285400"
"458350","에스팀","7160","60","0.85","62171712000"
"459100","위츠","6120","-30","-0.49","82412532000"
"459550","알트","2120","20","0.95","53143670280"
"460470","아이빔테크놀로지","4305","40","0.94","65088887850"
"460870","에스엠씨지","3065","-10","-0.33","61524676760"
"461030","아이엠비디엑스","5630","-90","-1.57","80703330710"
"462510","라메디텍","4360","-150","-3.33","38380927400"
"462980","아이지넷","1852","-127","-6.42","33770177324"
"463480","모티브링크","7020","-330","-4.49","86980313160"
"464280","티디에스팜","8350","210","2.58","46175500000"
"464500","아이언디바이스","3205","-305","-8.69","44848407915"
"464580","닷밀","1880","-39","-2.03","34603447320"
"465480","인스피언","6040","230","3.96","61232142880"
"466410","사이냅소프트","10510","-490","-4.45","52939111730"
"466910","엔에이치스팩30호","5640","0","0.00","51324000000"
"469750","아이비젼웍스","1200","-45","-3.61","41347777200"
"471820","셀로맥스사이언스","4855","-25","-0.51","54875477545"
"475430","키스트론","4840","-20","-0.41","86384852400"
"475460","미트박스","7830","-220","-2.73","43949985750"
"475660","에스켐","4680","-65","-1.37","37111627800"
"476080","M83","5730","-210","-3.54","46281210000"
"478560","블랙야크아이앤씨","3160","55","1.77","81623741680"
"479960","위너스일렉","10250","-620","-5.70","70222750000"
"367000","플래티어","3830","0","0.00","32126832810"
"369370","블리츠웨이엔터테인먼트","993","-23","-2.26","49522807623"
"373160","데이원컴퍼니","4660","5","0.11","64342805540"
"373170","엠아이큐브솔루션","2485","-80","-3.12","37557768150"
"373200","엑스플러스","643","0","0.00","72325014869"
"376180","피코그램","2280","-5","-0.22","42319166640"
"376290","씨유테크","2740","80","3.01","48381550000"
"376930","노을","1088","-51","-4.48","55804959424"
"376980","원티드랩","3285","-55","-1.65","32082604290"
"378800","샤페론","1414","-33","-2.28","65387645834"
"382150","온코크로스","6550","-210","-3.11","79883518350"
"383930","디티앤씨알오","2440","-85","-3.37","31193272320"
"384470","코어라인소프트","3580","-120","-3.24","64249157360"
"387570","파인메딕스","6750","-200","-2.88","37974825000"
"388610","지에프씨생명과학","8300","300","3.75","44020784700"
"388870","파로스아이바이오","6900","-200","-2.82","89326930800"
"391710","코닉오토메이션","2040","-105","-4.90","86945758800"
"393210","토마토시스템","3675","-130","-3.42","57383449200"
"393970","대진첨단소재","2825","0","0.00","50428566500"
"398120","에스지헬스케어","2895","-250","-7.95","34214589345"
"403490","우듬지팜","988","-20","-1.98","45381274432"
"405920","나라셀라","2430","-70","-2.80","31293724680"
"406820","뷰티스킨","3010","-390","-11.47","42549832570"
"407400","꿈비","3435","-195","-5.37","50269624290"
"408900","스튜디오미르","2140","-40","-1.83","70091268060"
"412540","제일엠앤에스","3935","0","0.00","81063616775"
"413640","비아이매트릭스","7510","-130","-1.70","54124119400"
"417790","트루엔","6800","-300","-4.23","71185058800"
"475240","하나32호스팩","2090","-10","-0.48","6688000000"
"475250","하나33호스팩","2080","5","0.24","7696000000"
"477340","에이치엠씨제7호스팩","2040","5","0.25","15320400000"
"477380","미래에셋비전스팩4호","2060","5","0.24","16686000000"
"477470","미래에셋비전스팩5호","2065","-15","-0.72","11316200000"
"477760","DB금융스팩12호","2230","0","0.00","13023200000"
"478110","이베스트스팩6호","2035","0","0.00","10215700000"
"478390","KB제29호스팩","2075","-5","-0.24","12906500000"
"478440","미래에셋비전스팩6호","2050","5","0.24","14206500000"
"479880","한국제15호스팩","2060","0","0.00","14152200000"
"481890","엔에이치스팩31호","2110","0","0.00","13387950000"
"482520","교보16호스팩","2035","-5","-0.25","12413500000"
"482680","미래에셋비전스팩7호","2055","0","0.00","16881825000"
"482690","대신밸런스제19호스팩","2145","-5","-0.23","12044175000"
"484130","하나34호스팩","2050","0","0.00","9266000000"
"486630","KB제30호스팩","2085","25","1.21","11071350000"
"487360","신한제14호스팩","2025","0","0.00","11421000000"
"487720","키움제10호스팩","2020","-20","-0.98","8544600000"
"487830","신한제15호스팩","2045","-10","-0.49","8895750000"
"488060","유진스팩11호","2030","0","0.00","9581600000"
"489210","교보17호스팩","2075","-5","-0.24","10748500000"
"489480","키움제11호스팩","2015","-10","-0.49","13299000000"
"489730","디비금융제13호스팩","2040","0","0.00","12917280000"
"492220","KB제31호스팩","2070","30","1.47","12854700000"
"493790","유안타제17호스팩","2010","5","0.25","10673100000"
"496070","신한제16호스팩","2015","0","0.00","11324300000"
"498390","한화플러스제5호스팩","2045","15","0.74","10143200000"
"275630","에스에스알","4070","-30","-0.73","21382998560"
"276040","스코넥","327","0","0.00","7073119545"
"276730","한울앤제주","13390","-20","-0.15","29658635760"
"279600","미디어젠","4465","-420","-8.60","20917547165"
"285800","진영","1541","17","1.12","26932473070"
"289010","아이스크림에듀","1633","33","2.06","22772603048"
"291230","엔피","676","-26","-3.70","29808743900"
"291810","핀텔","1576","-4","-0.25","17917090112"
"301300","바이브컴퍼니","2015","-45","-2.18","26506744680"
"303030","지니틱스","2650","45","1.73","24267311400"
"304840","피플바이오","1200","4","0.33","29184792000"
"308100","형지글로벌","797","-26","-3.16","19146337376"
"312610","에이에프더블류","1129","58","5.42","22870026552"
"313760","캐리","468","0","0.00","5244963048"
"318010","팜스빌","3530","-50","-1.40","27990563140"
"322780","코퍼스코리아","458","0","0.00","20552362532"
"328380","솔트웨어","3205","-200","-5.87","21962438775"
"331520","밸로프","2660","55","2.11","27059855480"
"335870","윙스풋","1780","2","0.11","29815841940"
"344860","이노진","1393","-10","-0.71","16757790000"
"348030","모비릭스","2320","40","1.75","22280816000"
"352770","셀레스트라","5250","0","0.00","13610136750"
"352940","인바이오","2250","-10","-0.44","24452392500"
"353190","휴럼","2685","-85","-3.07","21146211540"
"361670","삼영에스앤씨","3100","40","1.31","17569739800"
"362990","드림인사이트","1609","115","7.70","27032123566"
"365900","브이씨","2805","-50","-1.75","20505391500"
"368600","아이씨에이치","990","-60","-5.71","25282962540"
"368970","오에스피","1925","0","0.00","17586157050"
"372800","아이티아이즈","3735","0","0.00","26283900915"
"373110","엑셀세라퓨틱스","1321","-42","-3.08","22845894474"
"377030","비트맥스","2620","15","0.58","28019223200"
"377220","프롬바이오","1050","-11","-1.04","29725500000"
"377330","이지트로닉스","3250","-110","-3.27","26454850500"
"389680","유디엠텍","2800","-200","-6.67","23291780400"
"397810","애드포러스","5390","-20","-0.37","27816550300"
"405000","플라즈맵","6700","-10","-0.15","25717574800"
"415380","스튜디오삼익","2170","-5","-0.23","24831255750"
"417180","핑거스토리","1579","0","0.00","27709275717"
"418620","E8","1297","-9","-0.69","25746068669"
"419540","비스토스","877","0","0.00","20164432147"
"431190","케이쓰리아이","4010","-160","-3.84","30020632420"
"432980","엠에프씨","3265","-165","-4.81","28052037630"
"457600","벡트","1808","-50","-2.69","24783160000"
"462020","에이치엠씨제6호스팩","2120","5","0.24","9211400000"
"462310","뉴키즈온","3690","-170","-4.40","30203096490"
"464440","한국제13호스팩","2105","10","0.48","9093600000"
"464680","KB제27호스팩","2105","5","0.24","27165025000"
"465320","교보15호스팩","2335","0","0.00","8896350000"
"466690","키움히어로제1호스팩","2005","0","0.00","10215475000"
"467930","IBKS제23호스팩","2100","-10","-0.47","8883000000"
"468760","유진스팩10호","2100","0","0.00","8904000000"
"469480","IBKS제24호스팩","2370","-30","-1.25","10025100000"
"469880","하나30호스팩","2092","7","0.34","15282060000"
"469900","하나31호스팩","2065","0","0.00","11574325000"
"471050","대신밸런스제17호스팩","2100","20","0.96","12726000000"
"472220","신영스팩10호","2245","60","2.75","10529050000"
"472230","에스케이증권제11호스팩","2060","0","0.00","8559300000"
"473000","에스케이증권제12호스팩","2050","-5","-0.24","6785500000"
"473050","유안타제15호스팩","2065","5","0.24","14475650000"
"473950","에스케이증권제13호스팩","2030","0","0.00","8972600000"
"474490","유안타제16호스팩","2045","0","0.00","11267950000"
"474660","신한제12호스팩","2045","5","0.25","11288400000"
"474930","신한제13호스팩","2120","5","0.24","7674400000"
"098660","에스티오","1716","-2","-0.12","21451674816"
"101000","KS인더스트리","704","-49","-6.51","27907931392"
"101390","아이엠","396","0","0.00","6698084184"
"101400","엔시트론","1905","-260","-12.01","22368106140"
"101680","한국정밀기계","2705","5","0.19","22732820000"
"103230","에스앤더블류","3690","-100","-2.64","26568000000"
"106080","케이이엠텍","1650","0","0.00","9506998050"
"106520","노블엠앤비","411","0","0.00","15904036272"
"109670","씨싸이트","4345","225","5.46","25360035690"
"110020","전진바이오팜","1993","-6","-0.30","18054112666"
"113810","디젠스","652","-2","-0.31","21273489252"
"115530","씨엔플러스","336","0","0.00","26491522848"
"115570","스타플렉스","2805","-40","-1.41","22396544940"
"115610","이미지스","2390","105","4.60","28246857910"
"121850","코이즈","2180","-40","-1.80","11024257820"
"121890","에스디시스템","2050","15","0.74","27247464300"
"123750","알톤","1907","-53","-2.70","26353326913"
"123840","뉴온","4240","-210","-4.72","26989423200"
"130740","티피씨글로벌","2070","-510","-19.77","23342725530"
"131090","시큐브","3740","-155","-3.98","28641746540"
"131180","딜리","4640","-65","-1.38","27236800000"
"134060","이퓨쳐","3955","-210","-5.04","18862383750"
"137940","넥스트아이","263","0","0.00","22452044896"
"138070","신진에스엠","1702","-20","-1.16","29790453208"
"139670","키네마스터","1776","-43","-2.36","25075006560"
"142760","모아라이프플러스","719","-8","-1.10","30318058620"
"146060","율촌","1219","-36","-2.87","29275010305"
"148930","에이치와이티씨","2845","-45","-1.56","28948480985"
"154030","아시아종묘","1882","7","0.37","22700433694"
"154040","다산솔루에타","1124","-2","-0.18","20175905656"
"177350","베셀","1059","244","29.94","20813339253"
"188040","바이오포트","5330","-80","-1.48","24940711640"
"188260","세니젠","1874","-43","-2.24","13546152780"
"191410","육일씨엔에쓰","1995","-110","-5.23","22352488725"
"192390","윈하이텍","1868","53","2.92","20608203772"
"193250","링크드","396","0","0.00","26470488132"
"196700","웹스","1645","-49","-2.89","23629016880"
"197140","디지캡","1850","-56","-2.94","24074334900"
"199730","바이오인프라","3655","-215","-5.56","17779261385"
"208350","지란지교시큐리티","3120","-15","-0.48","25276898400"
"208640","썸에이지","174","2","1.16","24227804196"
"208710","포톤","2225","-40","-1.77","29325793700"
"210120","캔버스엔","1171","-45","-3.70","28382086738"
"214610","롤링스톤","2290","0","0.00","19197807380"
"215480","토박스코리아","2360","110","4.89","21122000000"
"222980","한국맥널티","2160","-30","-1.37","23828003280"
"224060","더코디","5640","20","0.36","29106472080"
"225430","케이엠제약","517","0","0.00","14417604850"
"225590","패션플랫폼","950","0","0.00","24326537900"
"226340","본느","647","0","0.00","27143215740"
"227100","프로브잇","612","0","0.00","14770119384"
"227610","아우딘퓨쳐스","794","0","0.00","30209513324"
"230980","비유테크놀러지","229","0","0.00","21370407553"
"236810","엔비티","1553","-95","-5.76","26362836578"
"238200","비피도","2760","-335","-10.82","22576800000"
"240600","유진테크놀로지","2840","-70","-2.41","19675948840"
"241820","피씨엘","6040","0","0.00","16803871920"
"244460","올리패스","1651","0","0.00","13415218661"
"246250","에스엘에스바이오","1969","0","0.00","30220617614"
"247660","나노씨엠에스","4815","480","11.07","20915974800"
"250930","예선테크","445","12","2.77","14685195800"
"267790","배럴","3545","65","1.87","27258600405"
"270520","앱튼","1381","-106","-7.13","27148960234"
"274400","이노시뮬레이션","3285","-110","-3.24","29849129505"
"043090","더테크놀로지","1140","0","0.00","4718944500"
"043100","알파AI","520","0","0.00","10457241600"
"043220","티에스넥스젠","1710","0","0.00","27227331360"
"043360","디지아이","2790","40","1.45","25110000000"
"043590","웰킵스하이텍","795","0","0.00","21573725790"
"044180","KD","205","0","0.00","5477148795"
"044780","에이치케이","1450","-26","-1.76","26833391150"
"045520","크린앤사이언스","2760","-50","-1.78","17940000000"
"048830","엔피케이","1020","-77","-7.02","19098401460"
